t,o,h,l,c,v,g1.ADX
1675447200000,23504.1,23522.4,23363.2,23418.8,27125.42,47.327562797645
1675450800000,23418.8,23440.9,23296.4,23308.2,18633.868,46.75897464137885
1675454400000,23308.2,23403.6,23201.0,23336.6,26949.87,46.63105049054322
1675458000000,23336.6,23395.3,23300.0,23377.6,7385.957,46.292809071218535
1675461600000,23377.6,23436.9,23370.5,23417.2,9317.751,45.01303550272227
1675465200000,23417.3,23465.4,23397.1,23424.7,8144.814,43.55962685264368
1675468800000,23424.7,23464.0,23378.4,23408.5,9714.58,42.04523250526466
1675472400000,23408.5,23439.0,23358.3,23370.9,6279.936,41.68481026298669
1675476000000,23370.8,23400.0,23342.0,23387.2,5288.655,41.80596640919923
1675479600000,23387.1,23393.6,23330.1,23340.8,4901.546,40.34226184883513
1675483200000,23340.8,23358.2,23310.1,23336.4,5013.365,39.958554866648406
1675486800000,23336.5,23336.8,23263.5,23314.1,7530.833,42.133359468713365
1675490400000,23314.2,23343.9,23250.0,23335.8,6611.143,44.372557075902265
1675494000000,23335.8,23354.4,23286.0,23322.4,9145.847,46.14309800574805
1675497600000,23322.4,23343.9,23293.0,23293.0,4971.939,47.03688140947033
1675501200000,23293.1,23349.4,23288.3,23338.0,4717.185,47.076808539469404
1675504800000,23338.1,23364.7,23328.4,23332.2,5408.959,45.02777521895821
1675508400000,23332.1,23376.8,23329.1,23359.2,4661.675,42.73245721049953
1675512000000,23359.2,23415.0,23335.4,23405.2,8583.782,40.707688271780235
1675515600000,23405.3,23591.4,23404.4,23503.0,39263.442,39.755421720505765
1675519200000,23503.1,23509.0,23386.9,23462.5,13594.955,38.89820550133687
1675522800000,23462.5,23471.6,23383.4,23420.1,8590.685,38.493337552779515
1675526400000,23420.1,23457.0,23355.0,23411.0,9225.113,37.82908420515445
1675530000000,23411.1,23464.4,23389.4,23439.1,7377.079,37.585133593315035
1675533600000,23439.1,23474.4,23402.8,23446.2,5876.663,37.97920293970058
1675537200000,23446.2,23454.5,23415.0,23427.3,3245.193,39.75312204056184
1675540800000,23427.4,23441.2,23388.0,23411.6,4729.85,40.954058381447524
1675544400000,23411.6,23418.2,23367.0,23414.6,3913.779,41.331083074559274
1675548000000,23414.7,23450.0,23387.0,23401.4,3937.007,41.99107150394921
1675551600000,23401.4,23422.5,23258.0,23322.6,14535.182,39.885946392108266
1675555200000,23322.6,23367.5,23211.0,23287.4,17780.262,37.069459128684024
1675558800000,23287.5,23329.7,23260.8,23317.2,7043.711,34.54928661459919
1675562400000,23317.2,23345.0,23288.1,23288.2,4553.384,32.53285677849903
1675566000000,23288.2,23343.4,23285.5,23343.4,4970.52,34.64583396895867
1675569600000,23343.3,23377.6,23327.5,23364.0,4638.537,35.36662026440907
1675573200000,23364.1,23390.0,23359.6,23374.3,3971.195,35.64801885207053
1675576800000,23374.3,23436.0,23341.3,23390.7,7990.894,34.39552530548663
1675580400000,23390.8,23403.2,23362.0,23377.0,3495.735,33.39840367524207
1675584000000,23377.0,23418.7,23367.1,23391.7,4726.657,32.34858130691026
1675587600000,23391.7,23398.3,23352.7,23361.5,4376.309,31.584806172815327
1675591200000,23361.5,23406.0,23361.5,23395.0,4542.625,30.297175227408406
1675594800000,23395.0,23402.0,23344.6,23354.1,6908.713,29.033612435260604
1675598400000,23354.2,23373.6,23000.0,23160.2,36069.184,31.370934834242252
1675602000000,23160.1,23215.0,23064.3,23164.3,33726.98,32.908193916330035
1675605600000,23164.2,23209.6,23138.0,23159.8,13499.364,34.02531440021631
1675609200000,23159.9,23198.9,23060.0,23094.2,19768.963,35.55049251682053
1675612800000,23094.2,23155.5,22982.0,23073.0,29022.757,37.610147919416214
1675616400000,23073.0,23108.3,22802.2,22848.6,58910.68,40.06742911032541
1675620000000,22848.5,22932.0,22810.0,22840.1,21663.896,42.87887753433888
1675623600000,22840.1,22914.1,22741.0,22889.5,21817.409,45.795795657779045
1675627200000,22889.6,22940.0,22850.0,22884.1,10078.177,48.822226188644876
1675630800000,22884.1,22897.1,22787.8,22896.8,10111.577,51.69142656017981
1675634400000,22896.8,23025.0,22889.4,22977.4,14954.608,52.84500304955191
1675638000000,22977.4,22999.4,22894.0,22929.2,12042.897,53.882769786993684
1675641600000,22929.3,23094.0,22910.6,23050.0,14163.043,53.8816850076924
1675645200000,23050.0,23060.9,22960.0,22974.8,8276.468,53.828141469407065
1675648800000,22974.9,22998.6,22862.4,22874.5,8739.48,52.76134485944148
1675652400000,22874.4,22921.6,22817.1,22891.9,10115.362,52.001115977360726
1675656000000,22892.0,22924.0,22864.9,22865.7,5641.851,51.26688300073749
1675659600000,22865.6,22883.3,22600.0,22771.6,31843.815,51.327757746307434
1675663200000,22771.6,22797.8,22716.7,22776.1,9964.595,51.10915553104784
1675666800000,22776.1,22883.7,22750.9,22873.0,11999.156,49.10861004918526
1675670400000,22873.1,22935.0,22830.0,22858.1,13751.518,46.764359662716245
1675674000000,22858.2,22880.0,22811.7,22834.0,7903.116,44.24160910660872
1675677600000,22833.9,22867.0,22800.7,22841.2,6898.077,42.21917701230768
1675681200000,22841.2,22893.8,22733.9,22876.1,20072.601,40.37310250779939
1675684800000,22876.1,22932.0,22826.7,22882.5,18462.803,39.619377008010574
1675688400000,22882.4,22918.6,22806.0,22825.7,11480.472,39.04968320308276
1675692000000,22825.6,22896.2,22775.0,22839.0,24242.698,39.93995574377959
1675695600000,22839.0,23054.9,22735.0,23040.5,40491.307,38.84138939799628
1675699200000,23040.5,23159.4,22922.2,22997.1,56875.956,36.20207515448773
1675702800000,22997.1,23064.5,22947.0,23031.3,18974.482,33.85299706086285
1675706400000,23031.3,23073.4,22954.0,23015.0,14158.237,31.723895184907594
1675710000000,23015.0,23121.1,22977.0,23026.2,15669.951,33.31704508449708
1675713600000,23026.3,23026.3,22960.0,23001.5,7388.142,34.51301372564774
1675717200000,23001.4,23004.8,22900.0,22915.1,9804.428,34.12610967677834
1675720800000,22915.1,22922.3,22835.2,22879.3,13421.523,32.44296436809116
1675724400000,22879.2,22892.2,22622.1,22757.7,36821.062,31.197377508804777
1675728000000,22757.8,22820.0,22742.4,22789.5,12906.106,29.960436405947274
1675731600000,22789.5,22859.7,22788.4,22842.4,7412.549,27.899444682771556
1675735200000,22842.5,22885.0,22801.0,22877.6,8177.781,26.10338521113493
1675738800000,22877.6,22897.2,22848.0,22870.9,8215.453,24.34012952423844
1675742400000,22870.9,22924.2,22855.0,22863.1,8262.465,23.2352263745191
1675746000000,22863.1,22944.9,22854.8,22928.1,8480.062,22.343460712010003
1675749600000,22928.0,22977.8,22913.2,22916.5,7244.705,22.510315724011345
1675753200000,22916.6,22952.4,22880.4,22905.6,6669.694,22.958335618971027
1675756800000,22905.5,22913.5,22854.8,22869.4,9940.544,23.717106271729985
1675760400000,22869.4,23033.0,22869.3,23001.6,18359.641,23.429671578165756
1675764000000,23001.6,23061.0,22967.1,22976.9,13125.205,22.682577428137176
1675767600000,22976.8,23016.0,22961.4,22970.4,7229.639,21.467372249567607
1675771200000,22970.4,23029.9,22955.8,23015.1,8108.535,20.437006626107543
1675774800000,23015.1,23032.1,22930.0,22973.4,11795.693,22.980782264138725
1675778400000,22973.5,23013.9,22925.0,22968.3,14559.867,25.208273564449296
1675782000000,22968.3,22970.5,22869.0,22898.8,18191.18,25.541909892426812
1675785600000,22898.9,23023.0,22860.1,22971.0,18994.666,26.14943081419658
1675789200000,22971.0,23368.6,22881.6,23278.0,60507.158,28.699168959940742
1675792800000,23277.9,23348.0,22762.0,22926.1,93654.747,29.418742644461595
1675796400000,22926.2,23128.0,22918.5,23086.1,36582.574,29.982006635661907
1675800000000,23086.1,23246.7,23024.3,23189.8,30449.922,30.910048791450134
1675803600000,23189.9,23263.8,23165.5,23189.6,14995.32,32.20548015552741
1675807200000,23189.5,23300.0,23132.0,23223.9,14462.296,33.83683945768671
1675810800000,23223.9,23288.7,23223.6,23234.1,8947.692,34.88604123650352
1675814400000,23234.1,23357.5,23222.6,23320.0,15259.73,36.03374311240568
1675818000000,23319.9,23450.0,23274.4,23279.9,19753.984,37.50454623763451
1675821600000,23280.0,23302.5,23228.0,23240.0,7963.401,38.29910204749604
1675825200000,23239.9,23271.7,23220.3,23250.6,6166.53,39.23580170236125
1675828800000,23250.5,23283.5,23233.0,23238.2,4321.786,40.203269253260075
1675832400000,23238.3,23249.7,23180.0,23217.2,7834.059,41.135386640270724
1675836000000,23217.2,23228.7,23180.0,23192.4,6408.076,41.8098389975705
1675839600000,23192.4,23233.6,23173.7,23226.9,6118.563,40.208501126651534
1675843200000,23227.0,23232.2,23156.5,23202.1,9970.292,40.55728277385588
1675846800000,23202.1,23216.9,23170.9,23197.3,5638.913,40.88115144625991
1675850400000,23197.2,23199.1,23123.1,23154.0,9715.26,38.80804830794703
1675854000000,23154.0,23177.6,23128.8,23152.8,7281.574,36.60533628300292
1675857600000,23152.8,23194.3,23071.0,23118.1,13382.996,35.09185261042036
1675861200000,23118.1,23134.8,23040.9,23104.0,19461.677,34.10034470401905
1675864800000,23104.0,23123.3,22976.9,23042.4,28710.053,35.3790229946695
1675868400000,23042.4,23042.5,22849.9,22862.4,41522.842,39.63545633407333
1675872000000,22862.4,22960.0,22662.9,22957.8,71042.197,43.67072687381368
1675875600000,22957.7,23017.0,22900.7,22995.4,25271.026,46.20280914025167
1675879200000,22995.5,23029.9,22822.8,22887.6,22294.082,48.92246781712417
1675882800000,22887.6,22921.8,22812.9,22867.3,13308.432,51.37689565004429
1675886400000,22867.4,22905.0,22766.4,22823.8,16787.015,53.73221788937587
1675890000000,22823.8,22977.0,22813.7,22948.3,9460.536,54.71666518155287
1675893600000,22948.2,22969.3,22907.0,22922.9,5351.531,55.57942958253958
1675897200000,22923.0,22964.2,22866.0,22955.9,10440.926,56.49944587676615
1675900800000,22955.9,23007.8,22921.8,22972.3,11618.503,56.57675084336797
1675904400000,22972.4,22987.8,22926.3,22937.2,6594.503,56.64853402664108
1675908000000,22937.3,22947.9,22787.2,22794.9,12421.502,56.99038706722343
1675911600000,22795.0,22804.5,22407.5,22511.6,84167.683,58.081531532179255
1675915200000,22511.6,22611.6,22341.1,22563.9,38897.34,59.09854941516604
1675918800000,22563.9,22635.0,22528.1,22595.6,14460.954,59.57145895003753
1675922400000,22595.5,22730.0,22568.3,22710.3,18990.497,58.50567611694437
1675926000000,22710.4,22731.8,22638.4,22668.7,11641.922,58.088474964443584
1675929600000,22668.8,22766.0,22660.0,22711.9,13736.472,57.03308660993044
1675933200000,22712.0,22738.0,22675.8,22731.2,9497.865,56.01056082933206
1675936800000,22731.1,22732.8,22662.0,22690.9,8940.996,54.9140451029041
1675940400000,22690.9,22730.0,22648.1,22677.4,9993.294,54.81416122793856
1675944000000,22677.5,22786.0,22550.0,22700.8,33772.892,55.064277531206116
1675947600000,22700.7,22763.0,22677.4,22740.0,16781.23,55.162232247859706
1675951200000,22740.0,22840.0,22665.4,22685.8,29402.726,54.857168605610184
1675954800000,22685.9,22705.3,22550.0,22603.8,32787.176,54.95657215536205
1675958400000,22603.8,22614.7,22441.5,22503.0,38983.488,54.95578006326787
1675962000000,22503.0,22591.9,22447.3,22533.8,26927.419,53.067874096255636
1675965600000,22533.7,22595.2,22462.3,22512.1,19983.799,50.68290469884537
1675969200000,22512.0,22526.2,21862.1,22027.3,126897.186,51.60602678090955
1675972800000,22027.3,22074.5,21817.5,21989.5,55980.087,53.56703464215279
1675976400000,21989.5,22001.5,21689.0,21849.2,60974.492,55.56188570306684
1675980000000,21849.3,21949.9,21684.7,21762.7,31791.203,57.786100605410134
1675983600000,21762.8,21846.6,21737.0,21793.4,17052.121,59.8514430147289
1675987200000,21793.3,21877.6,21751.1,21819.2,16587.693,61.42102595512501
1675990800000,21819.2,21892.7,21792.1,21890.4,10975.644,62.703816806850504
1675994400000,21890.4,21933.8,21848.0,21912.4,9708.212,63.32090333702231
1675998000000,21912.4,21922.0,21811.9,21817.5,8602.077,63.955230031224
1676001600000,21817.5,21823.0,21697.2,21781.1,16903.923,65.48957874364726
1676005200000,21781.1,21837.4,21595.8,21790.7,28748.969,66.90247899707721
1676008800000,21790.7,21872.8,21769.5,21871.0,10141.286,67.71032612887602
1676012400000,21870.9,21914.0,21821.5,21901.9,12736.088,68.02229339290025
1676016000000,21902.0,21917.8,21854.9,21882.1,9635.426,68.30684479542366
1676019600000,21882.2,21897.0,21804.0,21810.1,9868.299,66.8763263445768
1676023200000,21810.0,21846.3,21791.0,21841.7,9013.633,65.35862790969888
1676026800000,21841.7,21841.7,21707.2,21726.6,19865.536,63.64573336130964
1676030400000,21726.7,21784.4,21675.0,21711.8,18464.665,62.24999426595517
1676034000000,21711.8,21820.0,21707.8,21760.2,18032.269,60.37715338570054
1676037600000,21760.3,21883.2,21747.9,21835.9,23598.642,58.16936848629394
1676041200000,21835.9,21897.0,21484.0,21649.0,60485.451,57.72265013578566
1676044800000,21648.9,21740.0,21566.6,21602.1,37181.746,57.81741513653333
1676048400000,21602.1,21689.0,21550.1,21684.0,20169.816,57.83840455157897
1676052000000,21684.1,21729.7,21663.2,21696.2,13946.979,56.83071912630539
1676055600000,21696.2,21794.4,21655.0,21764.0,15437.139,54.45617195054023
1676059200000,21764.0,21785.4,21706.0,21715.9,7211.955,52.6916844846278
1676062800000,21716.0,21719.0,21405.0,21521.4,38020.355,53.00530920858547
1676066400000,21521.5,21633.1,21505.3,21560.5,15344.602,53.34069235270848
1676070000000,21560.5,21649.6,21542.7,21618.6,9306.092,53.28733621100152
1676073600000,21618.6,21684.9,21594.4,21652.4,11482.976,52.78805946135594
1676077200000,21652.3,21694.0,21605.2,21629.8,9503.984,51.850402545401074
1676080800000,21629.8,21664.6,21613.5,21645.8,5544.859,50.81577544602699
1676084400000,21645.7,21718.8,21643.5,21668.8,8017.296,49.64409196283277
1676088000000,21668.8,21685.5,21655.8,21680.3,3891.071,49.31277194207883
1676091600000,21680.4,21700.0,21659.4,21663.3,3483.023,46.85701156741833
1676095200000,21663.3,21668.7,21643.5,21658.0,4062.787,44.746635904539964
1676098800000,21658.0,21704.9,21630.6,21681.9,6221.622,42.105503860006685
1676102400000,21681.9,21696.2,21670.0,21678.3,5135.841,40.22537535473919
1676106000000,21678.3,21693.7,21664.1,21693.6,3400.768,39.647321673912664
1676109600000,21693.7,21694.0,21646.6,21661.8,5047.697,39.27818097625728
1676113200000,21661.9,21693.0,21658.4,21689.2,3092.062,40.87811309361093
1676116800000,21689.2,21770.0,21651.1,21702.1,18378.803,43.110929292601135
1676120400000,21702.2,21756.0,21687.0,21738.2,8002.958,45.06062195070267
1676124000000,21738.3,21745.9,21704.0,21741.6,6245.939,46.54704920855041
1676127600000,21741.6,21748.0,21708.5,21727.0,4824.333,47.85088258828626
1676131200000,21726.9,21728.7,21669.9,21684.4,6844.11,47.32665137957182
1676134800000,21684.4,21691.4,21652.8,21690.5,6040.514,45.05192107004963
1676138400000,21690.6,21722.9,21600.0,21644.3,15146.025,42.2970802690396
1676142000000,21644.3,21665.0,21635.4,21652.6,6846.152,40.15819722109911
1676145600000,21652.6,21718.6,21635.5,21661.3,9227.098,38.168363984941486
1676149200000,21661.4,21850.7,21651.0,21815.6,16632.999,37.835008445882366
1676152800000,21815.7,21867.8,21770.5,21812.7,11223.391,37.72175040284804
1676156400000,21812.7,21891.9,21796.9,21851.3,10953.359,38.00353013597794
1676160000000,21851.2,21874.7,21792.0,21805.1,8442.245,38.56918846777347
1676163600000,21805.0,21834.5,21778.0,21797.4,5387.886,38.75774963167135
1676167200000,21797.3,21811.9,21752.9,21806.2,6325.88,37.42165498937916
1676170800000,21806.3,21811.4,21769.1,21772.1,3730.51,36.18099567867926
1676174400000,21772.1,21779.0,21754.0,21775.1,4101.376,34.7024669548546
1676178000000,21775.1,21793.8,21764.1,21791.2,3509.602,33.51686789642352
1676181600000,21791.2,21806.9,21785.0,21802.9,3723.303,33.46405506633211
1676185200000,21803.0,21805.4,21787.6,21788.2,2475.438,33.85727860584991
1676188800000,21788.2,21842.6,21788.1,21794.8,5620.255,36.177071396159214
1676192400000,21794.9,21959.0,21791.3,21896.4,17424.821,38.9298932635841
1676196000000,21896.5,21911.0,21830.7,21868.9,10994.456,41.252213558031144
1676199600000,21869.0,21882.1,21850.0,21877.6,4777.236,42.45243819033042
1676203200000,21877.6,21886.3,21801.0,21806.6,11766.039,41.64016762693812
1676206800000,21806.6,21824.4,21750.0,21807.8,15745.816,39.13562918768491
1676210400000,21807.8,22000.5,21800.0,21913.8,24236.101,39.17894758518158
1676214000000,21913.8,21969.0,21873.0,21931.4,14675.516,39.49989115002359
1676217600000,21931.4,22080.9,21901.0,21991.4,30145.08,41.008659493909086
1676221200000,21991.3,22041.8,21955.0,21978.0,12589.739,42.409658670374185
1676224800000,21978.1,21982.4,21932.0,21959.9,6953.569,43.55761252664945
1676228400000,21960.0,22019.9,21911.0,21983.1,7855.541,44.732997624829515
1676232000000,21983.1,22018.5,21938.2,21955.0,5769.234,45.76228347318054
1676235600000,21955.1,21967.2,21694.7,21728.0,29555.654,43.44469098560438
1676239200000,21728.0,21812.2,21618.0,21782.3,26628.479,40.3519899194328
1676242800000,21782.2,21823.7,21715.2,21771.1,14353.317,38.4419830956201
1676246400000,21771.0,21865.4,21680.0,21800.0,20621.972,36.256675019708005
1676250000000,21800.0,21822.1,21641.0,21697.0,20813.65,34.52564839271743
1676253600000,21696.9,21754.8,21606.0,21750.2,16888.313,32.81438448706215
1676257200000,21750.1,21814.2,21740.0,21800.9,8810.172,30.645041812663514
1676260800000,21800.9,21857.0,21787.1,21828.0,12357.873,29.56810075718831
1676264400000,21828.0,21859.4,21808.9,21820.6,6166.767,28.540735036936315
1676268000000,21820.5,21841.9,21792.3,21814.6,5210.162,29.21006123856939
1676271600000,21814.6,21888.0,21781.5,21857.2,13726.066,29.15900405463637
1676275200000,21857.1,21865.1,21689.0,21711.4,23518.726,29.588255496301496
1676278800000,21711.4,21745.0,21470.4,21572.4,64333.355,31.471352205057155
1676282400000,21572.3,21640.1,21410.0,21587.0,36842.954,33.41263856072049
1676286000000,21587.0,21632.0,21560.9,21595.9,16237.12,34.246895167017286
1676289600000,21595.9,21688.0,21580.0,21649.9,17007.951,33.80108409553069
1676293200000,21650.0,21659.6,21561.0,21564.5,15020.733,33.66518956427741
1676296800000,21564.6,21679.0,21551.1,21662.7,24402.582,33.83608261737846
1676300400000,21662.7,21670.5,21544.8,21553.3,19826.531,33.77334432177093
1676304000000,21553.3,21638.9,21359.0,21496.9,51855.034,34.59009138614944
1676307600000,21497.0,21538.1,21338.0,21453.0,37048.792,36.23588565010011
1676311200000,21453.0,21668.0,21441.1,21628.6,28790.38,36.642050731974265
1676314800000,21628.7,21650.0,21526.6,21597.8,17152.465,37.04711765176144
1676318400000,21597.9,21660.0,21552.5,21654.9,11803.663,37.22665879389406
1676322000000,21655.0,21667.9,21573.4,21604.1,7650.166,37.85394804239151
1676325600000,21604.1,21670.0,21593.4,21628.6,6166.264,37.92226811897861
1676329200000,21628.6,21840.0,21626.8,21766.2,29344.002,36.28112077421131
1676332800000,21766.1,21806.5,21722.3,21727.6,11733.572,35.54762025349773
1676336400000,21727.7,21753.3,21670.8,21698.7,7944.819,34.18372494069139
1676340000000,21698.7,21731.0,21689.5,21705.8,5578.589,32.38074782150736
1676343600000,21705.9,21739.9,21681.6,21691.8,6148.213,31.042287094980512
1676347200000,21691.8,21730.0,21676.5,21696.1,6111.674,29.53031563939569
1676350800000,21696.1,21726.1,21689.6,21717.3,4568.873,28.209833548204294
1676354400000,21717.3,21758.0,21710.4,21736.7,7092.453,30.80844994855344
1676358000000,21736.7,21780.0,21731.0,21759.9,6401.292,33.91011297375601
1676361600000,21760.0,21765.0,21659.1,21685.5,10995.374,33.81646229058697
1676365200000,21685.4,21880.0,21675.3,21808.7,18570.378,34.84505815213123
1676368800000,21808.7,21830.0,21775.5,21799.9,11654.05,35.724122841861075
1676372400000,21799.9,21808.2,21764.1,21798.9,6214.779,36.23487426110746
1676376000000,21798.9,21894.1,21785.4,21850.0,14004.451,37.30526628688806
1676379600000,21850.0,21887.2,21485.2,21711.3,92791.301,36.43088573917648
1676383200000,21711.3,22250.0,21560.0,22239.9,109984.903,35.07697191893286
1676386800000,22240.0,22320.0,21843.6,22033.3,108640.67,34.598278564190416
1676390400000,22033.4,22124.0,21910.2,22001.3,45439.921,34.153777591929575
1676394000000,22001.3,22075.0,21986.8,22041.2,21540.62,33.698717762076186
1676397600000,22041.2,22174.3,22035.2,22106.0,28032.05,33.75358427482307
1676401200000,22106.1,22230.8,22054.3,22196.7,26268.9,34.02009379668531
1676404800000,22196.8,22251.4,22157.0,22243.4,14951.678,34.22605757593299
1676408400000,22243.4,22275.0,22110.4,22230.6,18663.036,33.96992627189951
1676412000000,22230.6,22238.0,22143.5,22176.7,6987.456,34.30636964728863
1676415600000,22176.8,22248.2,22156.7,22187.4,8472.457,34.18716593180125
1676419200000,22187.4,22190.8,22098.6,22137.1,11587.477,33.585708491594104
1676422800000,22137.0,22157.1,22080.6,22100.6,6950.562,32.97465951850064
1676426400000,22100.7,22120.0,22038.5,22063.0,8879.042,31.636347299639517
1676430000000,22063.0,22123.1,22059.6,22088.9,8163.079,33.52913674013179
1676433600000,22088.9,22110.0,22061.2,22074.3,4466.55,32.73103501605543
1676437200000,22074.3,22137.1,22074.2,22125.9,6020.52,31.366449256448
1676440800000,22125.9,22148.0,22095.8,22107.1,5068.649,30.270665574345056
1676444400000,22107.1,22164.4,22085.1,22097.5,8340.454,29.493724800605502
1676448000000,22097.4,22120.0,22077.0,22080.8,7597.855,28.018803183367115
1676451600000,22080.8,22191.2,22075.9,22161.9,8711.57,26.30540921350468
1676455200000,22161.9,22244.0,22136.5,22222.6,15307.304,24.794761106137802
1676458800000,22222.7,22500.0,22212.9,22433.0,54449.598,27.02320898133405
1676462400000,22433.0,22924.9,22432.9,22763.6,96483.152,30.429564297077484
1676466000000,22763.6,22775.3,22662.0,22687.1,36160.876,33.573973967747456
1676469600000,22687.1,22787.8,22610.9,22677.3,37571.029,36.582634582414656
1676473200000,22677.3,22880.0,22652.7,22798.1,36944.05,39.741916179997574
1676476800000,22798.0,22939.0,22730.1,22751.1,36857.47,43.257740746026336
1676480400000,22751.0,22825.0,22733.2,22793.4,11929.68,46.52015041522439
1676484000000,22793.5,23066.0,22760.0,22963.0,37376.49,49.69490103107666
1676487600000,22963.1,23345.7,22934.1,23310.6,78875.576,52.747142224985076
1676491200000,23310.6,24357.0,23285.9,24144.8,173137.88,55.79246598912636
1676494800000,24144.8,24300.0,24011.0,24181.0,55406.516,58.6181427949852
1676498400000,24181.0,24420.0,24120.0,24155.7,49934.42,61.29947108597431
1676502000000,24155.6,24356.7,24154.5,24332.6,28456.672,63.781723482460805
1676505600000,24332.7,24934.1,24287.0,24609.9,101112.936,66.13421261622341
1676509200000,24609.9,24709.9,24582.2,24649.2,21884.823,68.29764887512502
1676512800000,24649.2,24765.0,24624.6,24697.8,15685.866,70.26855258319905
1676516400000,24697.9,24771.0,24680.0,24741.0,10822.901,72.09938400972464
1676520000000,24741.0,24764.6,24647.9,24647.9,14936.436,73.90691388963015
1676523600000,24647.9,24730.7,24613.1,24694.4,12513.208,75.37519413169915
1676527200000,24694.4,24752.4,24578.0,24597.9,19096.117,76.52506271029027
1676530800000,24597.9,24652.0,24427.0,24630.8,38570.696,76.78085486947408
1676534400000,24630.8,24673.7,24583.9,24592.6,12090.868,76.88429866925675
1676538000000,24592.6,24670.0,24571.6,24662.8,10580.787,76.69275197039973
1676541600000,24662.8,24678.0,24622.5,24634.5,8445.833,74.76002336501517
1676545200000,24634.5,24638.5,24520.9,24580.0,17425.66,72.02523831307597
1676548800000,24580.0,24630.0,24468.8,24607.1,17900.741,68.51781169332033
1676552400000,24607.2,24694.0,24361.0,24465.0,54062.576,64.46887057117338
1676556000000,24465.1,24534.6,24312.0,24448.2,51268.553,65.06089951091622
1676559600000,24448.2,25104.8,24405.4,25090.2,91046.449,60.90574562790583
1676563200000,25090.2,25290.0,24620.0,24905.4,149453.087,57.68040446496233
1676566800000,24905.4,24969.6,24766.9,24896.4,33713.016,54.65891330699085
1676570400000,24896.4,25044.0,24861.1,24976.4,24140.088,52.36225530322548
1676574000000,24976.4,25005.3,24832.0,24879.0,17009.822,50.26533469058775
1676577600000,24879.1,24884.1,24450.0,24581.5,61317.096,46.77895993077424
1676581200000,24581.5,24590.4,24372.9,24554.0,28693.148,43.644985818474325
1676584800000,24554.0,24569.5,24000.0,24012.8,54634.097,41.75029083655636
1676588400000,24012.8,24113.6,23518.0,23526.6,93058.355,41.107030174444496
1676592000000,23526.6,23787.3,23350.0,23718.5,75326.163,40.84271752547945
1676595600000,23718.5,23858.0,23652.2,23852.2,20079.87,40.1591418372106
1676599200000,23852.2,23857.8,23755.2,23778.1,16409.142,39.42481196272809
1676602800000,23778.1,23924.7,23762.8,23839.1,13851.455,38.28375749796065
1676606400000,23839.0,23885.7,23718.5,23804.8,15939.175,37.21402026110773
1676610000000,23804.9,23812.8,23685.4,23709.5,11243.311,38.84115858467543
1676613600000,23709.5,23756.0,23612.0,23673.1,14246.487,41.59346099935589
1676617200000,23673.0,23792.1,23629.2,23636.0,18247.062,43.90970967142881
1676620800000,23635.9,23824.7,23520.0,23804.7,30751.229,46.64022902821192
1676624400000,23804.7,23870.0,23716.5,23749.0,22094.261,48.856245305463915
1676628000000,23749.1,23790.0,23675.2,23757.0,14009.25,50.57851127612001
1676631600000,23757.1,23846.8,23741.0,23792.6,13812.592,51.646117613540014
1676635200000,23792.6,23915.6,23772.0,23869.6,17760.535,51.30117235677493
1676638800000,23869.6,23887.1,23752.4,23781.4,17198.306,48.87341272361254
1676642400000,23781.4,24255.0,23701.1,23865.5,105732.277,48.089192486076186
1676646000000,23865.5,24293.6,23847.0,24131.4,85127.348,47.218773428257926
1676649600000,24131.3,24330.0,23916.0,24090.7,68039.446,46.571124012207115
1676653200000,24090.7,24530.0,24085.1,24301.3,79243.015,46.47195665450958
1676656800000,24301.2,24419.6,24201.0,24362.7,26974.341,46.7876843083486
1676660400000,24362.7,24562.9,24240.0,24526.7,30813.384,47.77577882346748
1676664000000,24526.8,25043.2,24518.5,24835.2,88644.087,50.02761842320278
1676667600000,24835.2,24849.2,24424.4,24485.1,32405.434,51.37899378803079
1676671200000,24483.7,24750.0,24031.1,24683.3,79286.671,50.90729010797221
1676674800000,24683.3,24749.9,24520.0,24581.5,25482.307,50.37718932884313
1676678400000,24581.3,24799.2,24546.7,24638.1,19613.31,50.20433996935704
1676682000000,24638.1,24697.4,24580.8,24669.3,11756.038,49.9322147282144
1676685600000,24669.4,24681.5,24502.6,24562.9,9987.134,49.110799676048785
1676689200000,24562.9,24649.9,24537.0,24619.9,9402.625,48.45106837752799
1676692800000,24619.9,24663.9,24600.8,24632.4,6962.988,46.843445887620376
1676696400000,24632.4,24652.0,24600.1,24649.8,4890.977,45.209354425185616
1676700000000,24649.8,24684.8,24613.3,24630.0,6261.321,43.678826609581584
1676703600000,24630.0,24630.0,24430.6,24522.8,16230.639,40.701407675369005
1676707200000,24522.7,24614.0,24463.5,24591.3,11746.931,37.93666152217161
1676710800000,24591.3,24598.6,24546.0,24560.0,5342.565,36.15707739762238
1676714400000,24560.1,24569.2,24458.5,24462.8,9467.741,39.245211157232816
1676718000000,24462.8,24560.1,24436.4,24525.6,10328.892,41.989606369716284
1676721600000,24525.7,24657.2,24494.4,24624.5,14899.982,41.24305708411996
1676725200000,24624.6,24648.4,24560.4,24587.8,8746.658,40.549832747494804
1676728800000,24587.9,24750.0,24538.2,24699.0,17200.155,39.10932198104434
1676732400000,24699.1,24731.9,24632.8,24670.0,14687.34,37.77170484076891
